,number,노래 이름,Artist
653,21,애송이의 사랑,양파
654,21,화장을 고치고,왁스
655,21,보고 싶다,김범수
656,21,아름다운 날들,장혜진
657,21,사랑하기 때문에,유재하
658,21,이젠 그랬으면 좋겠네,조용필
659,21,세월이 가면,최호섭
660,21,사랑은 받는것이 아니라면서,해오라기
661,21,그대 먼곳에,마음과 마음
662,21,유리창엔 비,햇빛촌
663,21,가을사랑,신계행
664,22,선글라스 (Feat. 9999 of 1%),칸토
665,22,나의 외로움이 널 부를 때,장필순
666,22,시청 앞 지하철 역에서,동물원
667,22,흐린 가을 하늘에 편지를 써,김광석
668,22,내가 만일,안치환
669,22,백구,양희은
670,22,담배가게 아가씨,송창식
671,22,행복의 나라로,한대수
672,22,아쉬움,신촌 블루스
673,22,한잔의 추억,이장희
674,22,그런 날에는,어떤날
675,22,제비꽃,조동진
676,22,사랑일기,시인과 촌장
677,22,행복을 주는 사람,해바라기
678,22,그녀가 처음 울던 날,이정선
679,22,세계로 가는 기차,들국화
680,22,나도야 간다,김수철
681,22,산다는건 다 그런게 아니겠니,여행스케치
682,22,살다보면,권진원
683,22,향기로운 추억 (응답하라 1988 삽입곡),박학기
684,22,비처럼 음악처럼,김현식
685,22,가까이하기엔 너무 먼 당신,이광조
686,22,아쉬움,신촌 블루스
687,22,누구없소?,한영애
688,22,목화밭,하사와 병장
689,22,외할머니 댁,논두렁 밭두렁
690,22,기차와 소나무,이규석
691,22,웨딩 케이크,트윈 폴리오
692,22,처녀 뱃사공,금과은
693,22,저 별과 달을,어니언스
694,22,찻잔,노고지리
695,23,선글라스 (Feat. 9999 of 1%),칸토
696,23,샴푸의 요정,빛과 소금
697,23,오랜만에,김현철
698,23,처음 그 느낌처럼,신승훈
699,23,담다디,이상은 (=Lee-tzsche)
700,23,아무도,패닉
701,23,그럴때마다,"윤종신, 이장우, 조규찬, 김연우, 조삼희, 김창원, 유희열"
702,23,우리,전람회
703,23,오래전 그날,윤종신
704,23,오늘같은 밤이면,박정운
705,23,이 밤이 지나면,임재범
706,23,여우야(女雨夜),더 클래식
707,23,거꾸로 강을 거슬러 오르는 저 힘찬 연어들처럼,강산에
708,23,좋아 좋아,일기예보
709,23,별이 진다네,여행스케치
710,23,선글라스 (Feat. 9999 of 1%),칸토
711,23,이 밤의 끝을 잡고,솔리드
712,23,상심 (Remix),R.ef
713,23,Remember (그녀의 속눈썹은 길다),DJ DOC
714,23,헤어진 다음날,이현우
715,23,('Cause) I'm Your Girl,S.E.S.
716,23,루비(淚悲):슬픈 눈물,핑클 (Fin.K.L)
717,23,Everybody,진주
718,23,그때 또 다시 (Again),임창정
719,23,첫사랑,송시현
720,23,애송이의 사랑,양파
721,23,우리의 밤은 당신의 낮보다 아름답다,코나
722,23,내 눈물 모아,서지원
723,23,날 위한 이별,김혜림
724,23,먼지가 되어,이윤수
725,23,가리워진 길,유재하
726,24,사랑의 대화,이정석
727,24,새들처럼,변진섭
728,24,마지막 이별속에서,이준
729,24,졸업,이지연
730,24,사랑하고 싶어,이승철
731,24,동네 ('응답하라 1988' 삽입곡),김현철
732,24,화려한 날은 가고,유열
733,24,기쁜우리 사랑은,최성수
734,24,제주도의 푸른밤,최성원
735,24,그 아픔까지 사랑한거야,조정현
736,24,한바탕 웃음으로,이선희
737,24,어떤이의 꿈,봄여름가을겨울
738,24,기분 좋은 날,김완선
739,24,사랑하고 싶어,소방차
740,24,추억속의 그대,황치훈
741,24,가로수 그늘아래 서면,이문세
742,24,우리들이 함께 있는 밤,오석준
743,24,눈물나는 날에는,푸른하늘
744,24,아름다워라 그대,김종찬
745,24,골목길,김현식
746,24,조율,한영애
747,24,오늘같은 밤이면,박정운
748,24,어느 새,장필순
749,24,지난날,유재하
750,24,꼬마야,김창완
751,24,이층에서 본 거리,다섯손가락
752,24,모나리자,조용필
753,24,새벽 아침,수와 진
754,25,젊은 그대,김수철
755,25,바람 바람 바람 (골든),김범룡
756,25,어젯밤 이야기,소방차
757,25,젊음의 노트,유미리
758,25,열정,혜은이
759,25,촛불잔치,이재성
760,25,"어제, 오늘, 그리고",조용필
761,25,바다에 누워,높은음자리
762,25,희야,부활
763,25,그것만이 내세상,들국화
764,25,내사랑 내곁에 (응답하라 1988 삽입곡),김현식
765,25,세월이 가면,최호섭
766,25,묻어버린 아픔,김동환
767,25,사랑이 저만치 가네,김종찬
768,25,슬픈 그림같은 사랑,이상우
769,25,선글라스 (Feat. 9999 of 1%),칸토
770,25,바라볼 수 없는 그대 (2016 Ver.),양수경
771,25,나 항상 그대를,이선희
772,25,바람아 멈추어다오,이지연
773,25,사랑은 언제나 그 자리에,해바라기
774,25,너를 사랑하고도,전유나
775,25,유리창엔 비,햇빛촌
776,25,한번만 더,박성신
777,25,그대 모습은 장미,민해경
778,25,이밤을 다시 한 번,조하문
779,25,늦지않았음을,송재호
780,25,바보같은 미소,조갑경
781,25,내게로,장혜진
782,25,햄,김승기
783,25,휴식같은 친구,김민우
784,26,내가 (대상),"김학래, 임철우"
785,26,창문너머 어렴풋이 옛 생각이 나겠지요,산울림
786,26,창밖의 여자,조용필
787,26,고목,윤시내
788,26,바야야,이정희
789,26,당신은 누구시길래,심수봉
790,26,사랑이야,양희은
791,26,누구의 노래일까,민해경
792,26,봄 여름 가을 겨울,김현식
793,26,꿈을 먹는 젊은이,남궁옥분
794,26,실비 오는 소리에,이영화
795,26,아직도 못다한 사랑,솔개 트리오
796,26,옛시인의노래,한경애
797,26,겨울아이,이종용
798,26,찻잔,노고지리
799,26,해야,마그마
800,26,나 어떡해,샌드 페블즈
801,26,사랑,나훈아
802,26,내 마음 당신곁으로,김정수
803,26,모두 다 사랑하리,송골매
804,26,백지로 보낸 편지,김태정
805,26,참새와 허수아비,조정희
806,26,잊지는 말아야지,백영규
807,26,잃어버린 우산,우순실
808,26,그댄 봄비를 무척 좋아하나요,이혜민(배따라기)
809,26,J 에게 (대상),"이선희, 임성균"
810,26,갯바위,한마음
811,26,민들레 홀씨되어,박미경
812,26,무정 부르스,강승모
813,26,님그림자,노사연
814,26,우리는,송창식
815,26,난 아직 모르잖아요,이문세
816,27,선글라스 (Feat. 9999 of 1%),칸토
817,27,우리들의 이야기,윤형주
818,27,아름다운 사람,서유석
819,27,참 예쁘네요,현경과 영애
820,27,보라빛 향기,강수지
821,27,노노노노노,하수빈
822,27,종이학,전영록
823,27,님은 먼 곳에,김추자
824,27,그대여 안녕히,김트리오
825,27,작은 새,어니언스
826,27,빗물,채은옥
827,27,정,아도니스
828,27,내일을 기다려,박강성
829,27,제비,홍성모
830,27,젊은 연인들,"민영호,민경식"
831,27,바위섬,김원중
832,27,개똥벌레,신형원
833,27,행복이란,조경수
834,27,행복이란,조경수
835,27,연가,은희
836,27,그때 그 사람,심수봉
837,27,바보처럼 살았군요,이종용
838,27,당신만이,이치현과 벗님들
839,27,숙녀에게,변진섭
840,27,그대 발길 머무는 곳에,조용필
841,27,별이여 사랑이여,사랑의 하모니
842,27,저 높은 곳을 향하여,이영화
843,27,빙글빙글,Nami (나미)
844,27,이젠 잊기로 해요,김완선
845,27,오늘밤 내게,장은아
846,27,하얀 민들레,진미령
847,27,지금,조영남
848,27,사랑의 바람,이광조
849,27,난 아직 모르잖아요,이문세
850,27,우린 너무 쉽게 헤어졌어요,최진희
851,28,춘천 가는 기차,김현철
852,28,나에게로의 초대,정경화
853,28,내가 날 버린이유 (베이시스),채환
854,28,날아라 병아리,넥스트
855,28,취중진담(醉中眞談),전람회
856,28,그 후로 오랫동안,신승훈
857,28,기억속으로,이은미
858,28,칵테일 사랑,마로니에
859,28,나는 문제없어,황규영
860,28,마법의 성,더 클래식
861,28,내가 만일,안치환
862,28,W.H.I.T.E.,화이트
863,28,이브의 경고,박미경
864,28,날개,언타이틀
865,28,늘 지금처럼,이예린
866,28,조조 할인 (Feat. 이적),이문세
867,28,그녀는 예뻤다,박진영
868,28,오늘도 난,이승철
869,28,늑대와 함께 춤을,임창정
870,28,비밀은 없어,룰라
871,28,슬퍼지려 하기 전에,쿨 (COOL)
872,28,천생연분,솔리드
873,28,이별 공식,R.ef
874,28,살다보면,권진원
875,28,시청 앞 지하철 역에서,동물원
876,28,시작되는 연인들을 위해,이원진
877,28,내가 지켜줄께,녹색지대
878,28,하늘만 허락한 사랑,엄정화
879,28,기다리다,패닉
880,29,어느 소녀의 사랑이야기,민해경
881,29,빗물,송골매
882,29,나에게도 사랑이,함중아와 양키스
883,29,꿈의 대화,이범용
884,29,노래하며 춤추며,계은숙
885,29,빙글빙글,Nami (나미)
886,29,담배가게 아가씨,송창식
887,29,꿈에,조덕배
888,29,Q,조용필
889,29,내사랑 내곁에 (응답하라 1988 삽입곡),김현식
890,29,가로수 그늘아래 서면,이문세
891,29,행복한 사람,조동진
892,29,어머니와 고등어,김창완
893,29,영,이선희
894,29,내일이 찾아오면,박정운
895,29,고귀한 선물,장은아
896,29,내일로 가는 우리들,함현숙
897,29,어디쯤가고있을까,전영
898,29,물안개,석미경
899,29,매일 매일 기다려,티삼스
900,29,크게 라디오를 켜고,시나위
901,29,달빛 창가에서,도시아이들
902,29,풀잎사랑,최성수
903,29,그대 내게 다시,변진섭
904,29,사랑한후에 (응답하라 1988 삽입곡),전인권
905,29,혼자만의 사랑,김태영
906,29,처음 느낌 그대로,이소라
907,29,너를 사랑해,한동준
908,29,너의 마음을 내게 준다면,최연제
909,29,행복한 나를,에코
910,30,달팽이,패닉
911,30,기억의 습작,전람회
912,30,가질수 없는 너,뱅크
913,30,너를 보내고,YB (윤도현 밴드)
914,30,발걸음,에메랄드 캐슬
915,30,고백,델리스파이스
916,30,이 밤이 지나면,임재범
917,30,그대에게 (대상),무한궤도
918,30,아름다운 구속,김종서
919,30,난 그래,리아
920,30,헤이 헤이 헤이,하은
921,30,덩크 슛,이승환
922,30,날개 잃은 천사,룰라
923,30,다시 만나 줘,업타운
924,30,선글라스 (Feat. 9999 of 1%),칸토
925,30,Show,김원준
926,30,그래,디바
927,30,일과 이분의 일,투투
928,30,상상속의 너,노이즈
929,30,Aspirin (아스피린) (12 String Guitar Ver.),걸
930,30,포기하지 마,성진우
931,30,날 떠나지마,박진영
932,30,Twist King,터보
933,30,숨은 그림 찾기,엄정화
934,30,말하자면,김성재
935,30,책임져,언타이틀
936,30,환생,윤종신
937,30,좋아 좋아,일기예보
938,30,Candy,H.O.T.
939,30,Gasoline,지누션
940,30,1tym,원타임
941,31,내나이 마흔 살에는,양희은
942,31,하숙생,최희준
943,31,하얀 나비,김정호
944,31,학창시절,은희
945,31,당신의 모든 것을,원프러스원
946,31,모모(A),김만준
947,31,그대 없이는 못살아,패티김
948,31,나는 행복한 사람,이문세
949,31,임이 오는 소리,Toi Et Moi
950,31,사랑해,라나에로스포
951,31,그건 너,이장희
952,31,기도,홍삼트리오
953,31,사랑 그 아름답고 소중한 얘기들 (CF - 포스코 For happiness 편),배철수
954,31,길가에 앉아서,김세환
955,31,나는 행복합니다,윤항기
956,31,시골길,임성훈
957,31,밤 배,둘 다섯
958,31,편지,어니언스
959,31,맨처음 고백,송창식
960,31,선글라스 (Feat. 9999 of 1%),칸토
961,31,한동안 뜸했었지,사랑과 평화
962,31,미인,신중현과 엽전들
963,31,워싱톤 광장,이 시스터즈
964,31,오동잎,최헌
965,31,윙윙윙,박은옥
966,31,인생은 미완성,이진관
967,31,눈물 한 방울로 사랑은 시작되고,이유진
968,31,남자는 배 여자는 항구,심수봉
969,31,사랑의 미로,최진희
970,31,당신,김정수
971,31,올 가을엔 사랑할거야,방미
972,31,민들레 홀씨 되어,박미경
973,31,행복,이수만
974,31,이젠 잊기로 해요,김완선
975,31,미소를 띄우며 나를 보낸 그 모습처럼,이은하
976,31,사랑은 유리같은 것,원준희
977,31,내 마음의 보석상자,해바라기
978,32,선글라스 (Feat. 9999 of 1%),칸토
979,32,동행,최성수
980,32,그대 그리고 나,소리새
981,32,"바람, 바람, 바람",김범룡
982,32,물안개,석미경
983,32,사랑은 창밖에 빗물같아요,양수경
984,32,사랑의 썰물,임지훈
985,32,모란동백,김덕환
986,32,촛불켜는 밤,양하영
987,32,이별이란 없는거야 (응답하라 1988 삽입곡),최성원
988,32,묻어버린 아픔,김동환
989,32,슬픈 인연,Nami (나미)
990,32,이별 아닌 이별,이범학
991,32,내게 남은 사랑을 드릴께요,장혜리
992,32,세월이 가면,최호섭
993,32,아니 벌써,산울림
994,32,선글라스 (Feat. 9999 of 1%),칸토
995,32,내일을 향해,신성우
996,32,대답 없는 너,김종서
997,32,내 마음 알겠니,강수지
998,32,먼 훗날,박정운
999,32,먼지가 되어,이윤수
1000,32,꿈,이현우
1001,32,세상에 뿌려진 사랑만큼,이승환
1002,32,동숭로에서,마로니에
1003,32,산다는게 뭔지,이진관
1004,32,소녀시대,이승철
1005,32,보고싶은 얼굴,민해경
1006,32,새벽비,혜은이
1007,32,삐에로는 우릴 보고 웃지,김완선
1008,32,이젠 떠나가볼까,김혜림
1009,32,그대 슬픔까지 사랑해,심신
1010,33,선글라스 (Feat. 9999 of 1%),칸토
1011,33,네게 줄수 있는건 오직 사랑뿐,변진섭
1012,33,안녕이라고 말하지마,이승철
1013,33,내 아픔 아시는 당신께,조하문
1014,33,환희,정수라
1015,33,사랑할꺼야,이상은 (=Lee-tzsche)
1016,33,널 그리며,박남정
1017,33,갈무리,나훈아
1018,33,감수광,혜은이
1019,33,그대품에 잠들었으면,박정수
1020,33,사랑일뿐야,김민우
1021,33,샴푸의 요정,빛과 소금
1022,33,소중한 너 (Duet With 조규찬),박선주 (Pak Sun Zoo)
1023,33,웃어요,오석준
1024,33,프란다스의 개,이오공감
1025,33,그녀의 웃음소리뿐,이문세
1026,33,아름다워,윤수일밴드
1027,33,오랜만에,김현철
1028,33,너에게,서태지와 아이들
1029,33,난 멈추지 않는다,잼
1030,33,텔레파시,도시아이들
1031,33,로미오 & 줄리엣,신승훈
1032,33,걸어서 하늘까지,장현철
1033,33,질투,유승범
1034,33,너에게 원한건,노이즈
1035,33,자유시대,모자이크
1036,33,"서울, 이곳은",장철웅
1037,33,멀어져 간 사람아,박상민
1038,33,난 널 사랑해,신효범
1039,33,사랑할수록,부활
1040,33,난 아직도 널,작품 하나
1041,34,선글라스 (Feat. 9999 of 1%),칸토
1042,34,기차와 소나무,이규석
1043,34,널 사랑하겠어,동물원
1044,34,예정된 시간을 위해,장덕
1045,34,내사랑 투유,조갑경
1046,34,이별여행,원미연
1047,34,사랑했지만,김광석
1048,34,너에게 들려주고 싶은 이야기,015B
1049,34,친구에게,김민우
1050,34,갈색추억,한혜진
1051,34,디디디,김혜림
1052,34,바라볼 수 없는 그대,양수경
1053,34,나 항상 그대를,이선희
1054,34,세상 가장 밝은 곳에서 가장 빛나는 목소리로,유익종
1055,34,사랑이 저만치 가네,김종찬
1056,34,김성호의 회상,김성호
1057,34,흩어진 나날들,강수지
1058,34,선글라스 (Feat. 9999 of 1%),칸토
1059,34,희나리,구창모
1060,34,못다핀 꽃 한 송이,김수철
1061,34,참새와 허수아비,조정희
1062,34,가을을 남기고 간 사랑,패티김
1063,34,우리는,송창식
1064,34,사랑이여!,유심초
1065,34,파초,수와 진
1066,34,기타 하나 동전 한닢,이재성
1067,34,하늘색 꿈,Locust
1068,34,솔개,이태원
1069,34,목로 주점,이연실
1070,34,아버지의 의자,정수라
1071,34,내일이 찾아와도,서울패밀리
1072,34,이밤을 다시 한 번,조하문
1073,34,그날,김연숙
1074,34,마지막 그 아쉬움은 기나긴 시간 속에 묻어둔채,푸른하늘
1075,35,입영열차안에서,김민우
1076,35,로라,변진섭
1077,35,잊지 말아요,최성수
1078,35,유리창엔 비,햇빛촌
1079,35,추억속의 재회,조용필
1080,35,슬픈 표정 하지 말아요,신해철
1081,35,보고싶은 얼굴,민해경
1082,35,기분 좋은 날,김완선
1083,35,바람아 멈추어다오,이지연
1084,35,내 아픔 아시는 당신께,조하문
1085,35,안녕이라고 말하지마,이승철
1086,35,안녕 내사랑,박남정
1087,35,(MR 반주곡) 하얀바람 (소방차),Various Artists
1088,35,영,이선희
1089,35,아름다워라 그대,김종찬
1090,35,모두가 사랑이예요,해바라기
1091,35,선글라스 (Feat. 9999 of 1%),칸토
1092,35,지난날,유재하
1093,35,미소를 띄우며 나를 보낸 그 모습처럼,이은하
1094,35,세월이 가면,최호섭
1095,35,동행,최성수
1096,35,그대 그리고 나,소리새
1097,35,홀로된 사랑,여운
1098,35,짚시여인,이치현과 벗님들
1099,35,골목길,김현식
1100,35,날 울리지마,신승훈
1101,35,담다디,이상은 (=Lee-tzsche)
1102,35,노노노노노,하수빈
1103,35,그대와 함께 (With You),"손지창, 김민종"
1104,35,사랑이라 부를 수 있을까,인공위성
1105,35,칵테일 사랑,마로니에
1106,35,자유시대,모자이크
1107,35,그냥 걸었어,임종환
1108,36,그대안의 블루,"김현철, 이소라"
1109,36,어떤 그리움,이은미
1110,36,멀어져 간 사람아,박상민
1111,36,마지막 약속,김정민
1112,36,오늘같은 밤이면,박정운
1113,36,Lonely Night,부활
1114,36,나와 같다면,김장훈
1115,36,너를 향한 마음,이승환
1116,36,슬픈 그림같은 사랑,이상우
1117,36,가려진 시간 사이로,윤상
1118,36,마지막 축제,서태지와 아이들
1119,36,날 떠나지마,박진영
1120,36,나만의 친구,솔리드
1121,36,UFO,패닉
1122,36,선글라스 (Feat. 9999 of 1%),칸토
1123,36,환생,윤종신
1124,36,엉뚱한 상상 (White X-Mas를 기다리며),지누
1125,36,네모의 꿈,화이트
1126,36,만남,코요태
1127,36,3!4!,룰라
1128,36,단발머리,015B
1129,36,바다,유피
1130,36,이별 공식,R.ef
1131,36,슬퍼지려 하기 전에,쿨 (COOL)
1132,36,Time,태사자
1133,36,Blue Rain,핑클 (Fin.K.L)
1134,36,"Oh, My Love",S.E.S.
1135,36,커플,젝스키스
1136,36,행복,H.O.T.
1137,36,Happy Hour-꺼벙이의 일기,더 클래식
1138,37,빙글빙글,Nami (나미)
1139,37,불티,전영록
1140,37,사랑은 이제 그만,민해경
1141,37,남남,최성수
1142,37,사랑이 저만치 가네,김종찬
1143,37,홀로 된다는 것,변진섭
1144,37,개똥벌레,신형원
1145,37,가까이하기엔 너무 먼 당신,이광조
1146,37,사랑 사랑 누가 말했나,남궁옥분
1147,37,젊음의 노트,유미리
1148,37,담다디,이상은 (=Lee-tzsche)
1149,37,달빛 창가에서,도시아이들
1150,37,리듬 속의 그 춤을,김완선
1151,37,난 사랑을 아직 몰라,이지연
1152,37,사랑의 불시착,박남정
1153,37,돌아와요 부산항에,조용필
1154,37,선글라스 (Feat. 9999 of 1%),칸토
1155,37,아파트,윤수일
1156,37,정말로,현숙
1157,37,나도야 간다,김수철
1158,37,바람 바람 바람 (골든),김범룡
1159,37,사랑의 미로,최진희
1160,37,잊혀진 계절,이용
1161,37,모두가 사랑이예요,해바라기
1162,37,울고 싶어라,사랑과 평화
1163,37,벌써 이 밤이 다 지나고,"김현, 손경호"
1164,37,그녀에게 전해주오,소방차
1165,37,호랑나비,김흥국
1166,37,바람아 멈추어다오,이지연
1167,37,그 누구보다 더,이정현
1168,37,안녕이라고 말하지마,이승철
1169,37,바람에 옷깃이 날리듯,이상우
1170,37,손에 손잡고,Koreana
1171,37,그대에게 (대상),무한궤도
1172,38,비 오는 날의 수채화,권인하
1173,38,기억 속의 멜로디,오태호
1174,38,햄,김승기
1175,38,아껴둔 사랑을 위해,이주원
1176,38,너를 처음만난 그때,박준하
1177,38,내 마음 깊은 곳의 너,신해철
1178,38,그대가 이 세상에 있는 것만으로,한동준
1179,38,세월의 흔적 다 버리고,015B
1180,38,그리움만 쌓이네,노영심
1181,38,나는 외로움 그대는 그리움,박영미
1182,38,사랑한 후에,"전인권, 허성욱"
1183,38,내 곁에서 떠나가지 말아요,빛과 소금
1184,38,처음 느낌 그대로,이소라
1185,38,아리송해,이은하
1186,38,사랑하고 싶어,소방차
1187,38,새들처럼,변진섭
1188,38,한바탕 웃음으로,이선희
1189,38,잊지 말아요,최성수
1190,38,존대말을 써야할지 반말로 얘기해야할지,민해경
1191,38,당신은 어디 있나요,양수경
1192,38,정신차려,김수철
1193,38,이별 아닌 이별,이범학
1194,38,오늘같은 밤이면,박정운
1195,38,사랑 느낌,윤익희
1196,38,10년전의 일기를 꺼내어,봄여름가을겨울
1197,38,이 밤이 지나도록,푸른하늘
1198,38,그럴때마다,"윤종신, 이장우, 조규찬, 김연우, 조삼희, 김창원, 유희열"
1199,38,오! 사라,이상우
1200,38,나의 노래,김광석
1201,39,이세상 살아가다 보면,이문세
1202,39,어떤이의 꿈,봄여름가을겨울
1203,39,샴푸의 요정,빛과 소금
1204,39,어느 새,장필순
1205,39,여름밤의 꿈,김현식
1206,39,나뭇잎 사이로,조동진
1207,39,백구,양희은
1208,39,오솔길,라나에로스포
1209,39,꽃반지 끼고,Various Artists
1210,39,조약돌,박상규
1211,39,터,신형원
1212,39,보이네,Nami (나미)
1213,39,진짜진짜 좋아해,혜은이
1214,39,님 떠난 후,현이와 덕이
1215,39,밤차,이은하
1216,39,불티,전영록
1217,39,세상만사,송골매
1218,39,그녀를 만나는 곳 100M 전,이상우
1219,39,바람이 불어오는 곳,김광석
1220,39,행복을 주는 사람,해바라기
1221,39,개구장이 (1979),산울림
1222,39,난 아니야,조용필
1223,39,내일,김수철
1224,39,모닥불,박인희
1225,39,갯바위,한마음
1226,39,참새의 하루,송창식
1227,39,꽃밭에서,정훈희
1228,39,그댄 봄비를 무척 좋아하나요,이혜민(배따라기)
1229,39,사랑의 진실,어니언스
1230,39,이름 모를 소녀,김정호
1231,39,돌아가는 삼각지,배호
1232,39,맨발의 청춘,최희준
1233,39,흙에 살리라,홍세민
1234,39,사랑하는 마음,김세환
1235,39,바라볼 수 없는 그대,양수경
1236,40,선글라스 (Feat. 9999 of 1%),칸토
1237,40,옛 사랑,이문세
1238,40,여전히 아름다운지,김연우
1239,40,널 사랑하겠어,동물원
1240,40,우리의 밤은 당신의 낮보다 아름답다,코나
1241,40,회상 (December),터보
1242,40,산다는 건 다 그런게 아니겠니,여행스케치
1243,40,To Heaven (천국으로 보낸 편지),조성모
1244,40,그때 또 다시 (Again),임창정
1245,40,이 밤의 끝을 잡고,솔리드
1246,40,재즈 카페,신해철
1247,40,미소 속에 비친 그대,신승훈
1248,40,추억속의 그대,황치훈
1249,40,이별의 그늘,윤상
1250,40,행복한 나를,에코
1251,40,선글라스 (Feat. 9999 of 1%),칸토
1252,40,너 없는 동안,김원준
1253,40,천생연분,솔리드
1254,40,난 멈추지 않는다,잼
1255,40,질투,유승범
1256,40,슬퍼지려 하기 전에,쿨 (COOL)
1257,40,내 눈물 모아,서지원
1258,40,빛 (Hope),H.O.T.
1259,40,달팽이,패닉
1260,40,언젠가는,이상은 (=Lee-tzsche)
1261,40,산골 소년의 사랑이야기,예민
1262,40,사랑은 유리같은 것,원준희
1263,40,인형의 꿈,일기예보
1264,40,날 위한 이별,김혜림
1265,40,사랑일뿐야,김민우
1266,40,강(江),패닉
1267,41,너만을 느끼며,더 블루
1268,41,종로에서,오월
1269,41,가질수 없는 너,뱅크
1270,41,그 겨울의 찻집,조용필
1271,41,난 아직 모르잖아요,이문세
1272,41,처음 느낌 그대로,이소라
1273,41,나의 거리,이선희
1274,41,그대 떠나는 날 비가 오는가,산울림
1275,41,하늘만 허락한 사랑,엄정화
1276,41,왜 그래,김현철
1277,41,여우야(女雨夜),더 클래식
1278,41,사랑의 썰물,임지훈
1279,41,희나리,구창모
1280,41,사랑하기 때문에,유재하
1281,41,선글라스 (Feat. 9999 of 1%),칸토
1282,41,너에게 원한건,노이즈
1283,41,아주 오래된 연인들,015B
1284,41,내가 너의 곁에 잠시 살았다는 걸,"토이, 김연우"
